Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,TempRange,HumidityRange,CloudRange,PressureRange,WindSpeedRange,AvgMinTemp,AvgMaxTemp,AvgRainfall,AvgEvaporation,AvgSunshine,AvgTempRange,AvgHumidityRange,AvgPressureRange,AvgWindSpeedRange,AvgHumidity9am,AvgHumidity3pm,Month,SumRainfallAmount
Adelaide,9.8,14.7,0.2,1.6,3.5,NW,44.0,17.0,22.0,58.0,61.0,1009.8,1007.4,4.45,4.51,10.5,14.7,0,1,4.899999999999999,3.0,0.05999999999999961,-2.3999999999999773,5.0,8.389999999999999,14.290000000000001,5.691999999999999,3.314,3.7299999999999995,5.9,-11.5,-1.3199999999999705,4.9,75.2,63.7,July,56.919999999999995
Adelaide,7.4,15.3,1.4,0.8,5.9,WNW,39.0,9.0,19.0,86.0,58.0,1014.3,1012.4,4.45,4.51,9.3,13.7,1,0,7.9,-28.0,0.05999999999999961,-1.8999999999999773,10.0,8.61,14.639999999999997,4.0920000000000005,3.0140000000000002,3.97,6.03,-11.7,-1.7599999999999683,5.8,72.7,61.0,July,40.92
Adelaide,9.3,18.1,2.36,5.47,2.4,NNW,52.0,19.0,11.0,44.0,47.0,1004.7,997.9,4.45,4.51,14.2,17.6,0,0,8.8,3.0,0.05999999999999961,-6.800000000000068,-8.0,8.82,14.819999999999999,2.532,3.034,4.35,6.0,-16.3,-1.9599999999999795,5.7,74.0,57.7,July,25.32
Adelaide,9.9,12.0,2.36,5.47,0.3,N,46.0,26.0,11.0,67.0,91.0,1000.7,1000.4,4.45,4.51,10.0,9.6,0,1,2.0999999999999996,24.0,0.05999999999999961,-0.3000000000000682,-15.0,8.91,15.2,2.588,3.4210000000000003,4.51,6.290000000000001,-13.4,-2.3299999999999956,3.9,69.4,56.0,July,25.88
Adelaide,6.5,14.2,6.8,4.0,3.8,SSE,41.0,13.0,15.0,69.0,55.0,1021.2,1024.7,4.45,4.51,11.9,12.8,1,0,7.699999999999999,-14.0,0.05999999999999961,3.5,2.0,8.95,15.09,1.924,3.848,3.8199999999999994,6.14,-12.2,-2.340000000000009,2.8,70.7,58.5,July,19.24
Adelaide,6.0,13.8,0.0,1.2,3.3,SW,20.0,14.04,13.0,70.0,61.0,1032.8,1031.1,4.45,4.51,9.7,11.8,0,0,7.800000000000001,-9.0,0.05999999999999961,-1.7000000000000455,-1.0399999999999991,8.780000000000001,15.110000000000003,2.584,3.968,3.7700000000000005,6.33,-10.9,-1.7300000000000182,2.6,70.6,59.7,July,25.84
Adelaide,5.4,14.2,0.0,1.0,9.2,ENE,19.0,7.0,9.0,49.0,36.0,1033.9,1029.8,4.45,4.51,10.7,13.7,0,0,8.799999999999999,-13.0,0.05999999999999961,-4.100000000000136,2.0,8.57,14.91,2.348,3.5410000000000004,3.4899999999999998,6.34,-9.5,-1.4800000000000182,2.696,71.1,61.6,July,23.48
Adelaide,2.6,14.9,0.0,1.4,7.2,NNW,28.0,9.0,13.0,58.0,38.0,1027.5,1023.4,4.45,4.51,8.8,14.5,0,0,12.3,-20.0,0.05999999999999961,-4.100000000000023,4.0,8.17,14.65,2.1119999999999997,3.094,3.5,6.4799999999999995,-8.8,-1.7200000000000273,1.796,69.3,60.5,July,21.119999999999997
Adelaide,3.1,16.4,0.0,1.2,7.9,N,30.0,9.0,15.0,52.0,33.0,1022.1,1018.8,4.45,4.51,9.6,16.1,0,0,13.299999999999999,-19.0,0.05999999999999961,-3.300000000000068,6.0,7.43,14.6,1.732,2.534,4.17,7.169999999999999,-9.5,-2.270000000000027,1.796,66.6,57.1,July,17.32
Adelaide,7.1,13.8,2.36,5.47,9.5,SW,35.0,7.0,20.0,90.0,57.0,1019.1,1017.3,4.45,4.51,8.8,12.6,0,1,6.700000000000001,-33.0,0.05999999999999961,-1.8000000000000682,13.0,6.63,14.77,1.332,2.3739999999999997,4.7299999999999995,8.14,-9.5,-2.5700000000000385,1.6960000000000002,62.7,53.2,July,13.32
Adelaide,2.8,11.8,1.6,5.47,8.1,WSW,37.0,7.0,15.0,85.0,58.0,1018.1,1016.2,4.45,4.51,6.9,11.1,1,0,9.0,-27.0,0.05999999999999961,-1.8999999999999773,8.0,6.710000000000001,14.74,1.5479999999999998,2.761,5.3,8.030000000000001,-10.6,-2.290000000000043,1.796,64.3,53.7,July,15.479999999999999
Adelaide,0.7,14.0,0.0,4.6,7.3,W,22.0,7.0,13.0,82.0,61.0,1024.1,1022.4,4.45,4.51,6.4,12.7,0,0,13.3,-21.0,0.05999999999999961,-1.6999999999999318,6.0,6.010000000000001,14.45,1.688,3.1479999999999997,5.76,8.440000000000001,-13.6,-2.2400000000000433,2.096,67.0,53.4,July,16.88
Adelaide,4.9,13.0,0.0,0.8,0.1,NNW,56.0,17.0,19.0,51.0,45.0,1017.9,1010.3,4.45,4.51,10.5,12.5,0,1,8.1,-6.0,0.05999999999999961,-7.600000000000023,2.0,5.34,14.319999999999999,1.548,3.528,5.9,8.98,-12.9,-2.220000000000039,1.6960000000000002,66.6,53.7,July,15.48
Adelaide,8.5,16.1,3.4,1.4,7.2,WNW,28.0,11.0,9.0,89.0,44.0,1013.7,1011.7,4.45,4.51,11.5,15.7,1,0,7.600000000000001,-45.0,0.05999999999999961,-2.0,-2.0,4.9,13.810000000000002,1.312,3.061,5.67,8.91,-13.8,-2.300000000000034,2.696,67.3,53.5,July,13.120000000000001
Adelaide,7.6,19.3,0.8,1.8,5.0,W,69.0,17.0,20.0,56.0,52.0,1006.8,1005.2,4.45,4.51,14.4,18.1,0,1,11.700000000000001,-4.0,0.05999999999999961,-1.599999999999909,3.0,4.76,14.220000000000002,1.416,2.654,6.36,9.46,-20.7,-2.4700000000000273,3.996,69.5,48.8,July,14.16
Adelaide,10.6,13.8,1.8,1.8,5.6,SW,74.0,20.0,26.0,58.0,57.0,1010.9,1014.6,4.45,4.51,12.2,13.5,1,0,3.200000000000001,-1.0,0.05999999999999961,3.7000000000000455,6.0,4.869999999999999,14.729999999999999,0.8160000000000001,2.434,6.4799999999999995,9.86,-19.7,-2.980000000000018,4.096,68.2,48.5,August,8.16
Adelaide,7.6,14.3,2.36,5.47,2.6,NW,31.0,11.0,0.0,95.0,86.0,1021.4,1019.8,4.45,4.51,10.9,11.9,0,0,6.700000000000001,-9.0,0.05999999999999961,-1.6000000000000227,-11.0,5.33,14.73,0.9960000000000001,2.494,6.709999999999999,9.4,-18.9,-2.4400000000000093,4.8,67.0,48.1,August,9.96
Adelaide,7.2,18.1,2.36,5.47,5.6,NNW,39.0,15.0,19.0,54.0,37.0,1017.3,1012.4,4.45,4.51,11.8,17.8,0,1,10.900000000000002,-17.0,0.05999999999999961,-4.899999999999977,4.0,5.55,14.74,1.232,2.941,6.05,9.190000000000001,-18.5,-2.1899999999999977,3.5,71.6,53.1,August,12.32
Adelaide,9.0,13.8,8.2,4.4,4.4,NW,31.0,9.0,6.0,92.0,92.0,1014.8,1015.8,4.45,4.51,10.1,11.7,1,1,4.800000000000001,0.0,0.05999999999999961,1.0,-3.0,6.01,15.060000000000002,1.468,3.348,5.89,9.05,-18.2,-2.2699999999999934,3.5,71.2,53.0,August,14.68
Adelaide,6.4,15.0,16.2,2.6,3.3,W,26.0,6.0,11.0,95.0,75.0,1025.5,1025.2,4.45,4.51,10.4,13.6,1,1,8.6,-20.0,0.05999999999999961,-0.2999999999999545,5.0,6.6,14.8,2.288,3.668,5.540000000000001,8.2,-16.3,-1.8399999999999863,2.6,75.2,58.9,August,22.88
Adelaide,7.4,11.9,1.2,0.4,0.5,WSW,48.0,17.0,13.0,90.0,92.0,1021.3,1016.8,4.45,4.51,10.0,9.5,1,1,4.5,2.0,0.05999999999999961,-4.5,-4.0,6.529999999999999,14.919999999999998,3.6719999999999997,3.3810000000000002,4.92,8.390000000000002,-15.0,-1.689999999999975,1.8,75.7,60.7,August,36.72
Adelaide,5.9,13.2,11.2,1.2,7.0,SW,43.0,9.0,17.0,70.0,52.0,1023.9,1024.0,4.45,4.51,9.6,11.9,1,0,7.299999999999999,-18.0,0.05999999999999961,0.10000000000002274,8.0,6.99,14.929999999999998,3.632,2.874,4.16,7.94,-12.1,-1.9499999999999773,0.6,76.2,64.1,August,36.32
Adelaide,8.2,14.4,0.8,2.0,6.5,WSW,41.0,20.0,20.0,91.0,47.0,1022.5,1022.6,4.45,4.51,10.6,13.7,0,0,6.200000000000001,-44.0,0.05999999999999961,0.10000000000002274,0.0,7.510000000000001,14.850000000000003,4.752,2.534,4.13,7.340000000000001,-11.8,-1.7699999999999818,0.8,75.0,63.2,August,47.519999999999996
Adelaide,5.2,12.9,2.36,5.47,1.9,NW,61.0,11.0,17.0,94.0,88.0,1022.3,1018.9,4.45,4.51,7.4,9.1,0,0,7.7,-6.0,0.05999999999999961,-3.3999999999999773,6.0,7.839999999999999,14.989999999999998,4.831999999999999,2.654,4.7700000000000005,7.150000000000001,-15.6,-0.9999999999999772,0.6,79.0,63.4,August,48.31999999999999
Adelaide,4.7,11.7,2.36,5.47,7.3,SSW,48.0,13.0,24.0,76.0,63.0,1025.3,1025.6,4.45,4.51,7.7,10.7,0,1,6.999999999999999,-13.0,0.05999999999999961,0.2999999999999545,11.0,7.51,14.669999999999998,4.728,3.061,4.24,7.160000000000001,-11.7,-1.139999999999975,1.4,79.5,67.8,August,47.28
Adelaide,4.4,13.8,22.0,5.0,9.3,WSW,37.0,9.0,17.0,87.0,57.0,1028.2,1025.9,4.45,4.51,7.7,13.3,1,0,9.4,-30.0,0.05999999999999961,-2.2999999999999545,8.0,7.220000000000001,13.91,4.884,3.428,4.470000000000001,6.69,-12.6,-0.9499999999999886,2.2,81.5,68.9,August,48.84
Adelaide,6.8,14.0,0.8,1.6,5.6,WNW,46.0,11.0,17.0,92.0,67.0,1027.0,1025.6,4.45,4.51,9.9,13.2,0,1,7.2,-25.0,0.05999999999999961,-1.400000000000091,6.0,6.6,13.91,6.903999999999999,3.748,4.84,7.31,-15.5,-1.5499999999999887,2.4,84.4,68.9,August,69.03999999999999
Adelaide,5.3,13.9,2.2,1.6,9.2,SW,28.0,7.0,15.0,97.0,58.0,1031.9,1030.8,4.45,4.51,7.1,12.8,1,0,8.600000000000001,-39.0,0.05999999999999961,-1.1000000000001364,8.0,6.5200000000000005,13.88,6.747999999999999,3.3610000000000007,5.14,7.359999999999999,-17.1,-1.5299999999999954,4.1,84.1,67.0,August,67.47999999999999
Adelaide,5.8,12.8,0.0,2.0,0.8,SW,35.0,7.0,20.0,78.0,55.0,1033.5,1030.3,4.45,4.51,8.9,12.2,0,1,7.000000000000001,-23.0,0.05999999999999961,-3.2000000000000455,13.0,6.33,13.459999999999999,6.731999999999999,2.974,5.5,7.13,-19.3,-1.1500000000000115,4.5,88.4,69.1,August,67.32
Adelaide,8.8,13.2,1.6,1.4,5.5,WSW,43.0,13.0,22.0,90.0,75.0,1027.2,1024.0,4.45,4.51,10.6,12.6,1,0,4.399999999999999,-15.0,0.05999999999999961,-3.2000000000000455,9.0,6.01,13.36,5.911999999999999,2.734,5.14,7.35,-21.6,-1.5700000000000158,6.1,87.0,65.4,August,59.11999999999999
Adelaide,7.6,14.1,2.36,5.47,7.6,SW,33.0,6.0,11.0,90.0,75.0,1024.9,1024.7,4.45,4.51,10.7,13.2,0,1,6.5,-15.0,0.05999999999999961,-0.20000000000004547,5.0,6.25,13.180000000000001,4.452,2.614,5.36,6.93,-21.1,-1.860000000000025,6.5,86.5,65.4,August,44.519999999999996
Adelaide,6.7,14.1,6.2,5.47,8.5,SW,39.0,4.0,17.0,89.0,47.0,1031.1,1029.6,4.45,4.51,9.9,13.8,1,0,7.3999999999999995,-42.0,0.05999999999999961,-1.5,13.0,6.2700000000000005,13.4,4.568,3.121,6.069999999999999,7.13,-22.8,-1.4300000000000295,7.4,86.5,63.7,August,45.67999999999999
Adelaide,5.5,14.9,0.0,4.6,5.7,WSW,30.0,0.0,13.0,85.0,55.0,1032.5,1030.8,4.45,4.51,10.6,13.9,0,0,9.4,-30.0,0.05999999999999961,-1.7000000000000455,13.0,6.35,13.49,4.068,3.5479999999999996,6.220000000000001,7.139999999999999,-25.2,-1.5900000000000318,7.9,88.4,63.2,August,40.68
Adelaide,5.5,15.7,0.0,0.8,2.0,NW,39.0,11.0,19.0,75.0,42.0,1029.9,1026.0,4.45,4.51,10.0,15.1,0,0,10.2,-33.0,0.05999999999999961,-3.900000000000091,8.0,6.08,13.540000000000001,3.9880000000000004,3.808,6.14,7.459999999999999,-23.8,-1.7700000000000387,9.2,87.8,64.0,August,39.88
Adelaide,7.0,17.0,0.0,1.8,5.1,WSW,43.0,9.0,20.0,52.0,39.0,1023.5,1020.2,4.45,4.51,11.3,16.4,0,1,10.0,-13.0,0.05999999999999961,-3.2999999999999545,11.0,6.11,13.819999999999999,3.752,3.341,6.15,7.710000000000001,-26.5,-1.82000000000005,9.4,85.9,59.4,August,37.519999999999996
Adelaide,8.3,13.4,1.4,2.0,5.8,SW,57.0,15.0,17.0,64.0,49.0,1021.9,1023.9,4.45,4.51,10.0,12.2,1,1,5.1,-15.0,0.05999999999999961,2.0,2.0,6.34,14.35,3.5159999999999996,2.974,5.930000000000001,8.010000000000002,-26.5,-2.180000000000041,9.4,83.5,57.0,August,35.16
Adelaide,3.3,12.7,2.0,1.6,8.0,WSW,37.0,6.0,15.0,70.0,59.0,1032.0,1030.7,4.45,4.51,9.1,12.6,1,0,9.399999999999999,-11.0,0.05999999999999961,-1.2999999999999545,9.0,6.730000000000001,14.309999999999999,1.456,2.6740000000000004,5.58,7.58,-25.0,-1.7500000000000455,8.8,81.2,56.2,August,14.56
Adelaide,3.2,14.1,0.8,5.47,3.6,WSW,24.0,2.0,9.0,82.0,62.0,1034.1,1031.7,4.45,4.51,7.2,13.2,0,0,10.899999999999999,-20.0,0.05999999999999961,-2.3999999999998636,7.0,6.38,14.179999999999998,1.576,2.6740000000000004,5.819999999999999,7.8,-23.6,-1.7400000000000317,9.1,79.0,55.4,August,15.76
Adelaide,2.4,15.1,0.0,5.47,7.4,NNW,20.0,6.0,13.0,68.0,51.0,1032.9,1029.0,4.45,4.51,9.2,13.5,0,0,12.7,-17.0,0.05999999999999961,-3.900000000000091,7.0,6.17,14.2,1.436,3.061,5.26,8.03,-21.7,-1.8700000000000045,9.0,77.5,55.8,August,14.36
Adelaide,5.4,17.4,0.0,4.6,9.2,W,40.04,13.0,17.0,44.0,29.0,1024.3,1020.7,4.45,4.51,13.5,16.5,0,0,11.999999999999998,-15.0,0.05999999999999961,-3.599999999999909,4.0,5.83,14.429999999999998,1.436,3.408,5.92,8.6,-21.1,-1.940000000000009,8.4,76.5,55.4,August,14.36
Adelaide,3.6,17.5,0.0,2.2,10.3,WSW,31.0,7.0,17.0,46.0,62.0,1024.0,1024.4,4.45,4.51,12.1,15.5,0,0,13.9,16.0,0.05999999999999961,0.40000000000009095,10.0,5.49,14.85,1.276,3.728,6.29,9.36,-21.1,-1.9799999999999955,7.9,71.9,50.8,August,12.76
Adelaide,5.7,15.5,0.0,2.6,10.2,ESE,28.0,9.0,13.0,49.0,41.0,1031.2,1028.6,4.45,4.51,12.1,14.9,0,0,9.8,-8.0,0.05999999999999961,-2.6000000000001364,4.0,5.09,15.190000000000001,1.0399999999999998,3.401,6.5600000000000005,10.099999999999998,-18.0,-1.9199999999999817,8.4,67.5,49.5,August,10.399999999999999
Adelaide,6.5,18.7,0.0,2.8,9.6,ESE,24.0,13.0,13.0,53.0,44.0,1028.7,1024.1,4.45,4.51,13.2,17.1,0,0,12.2,-9.0,0.05999999999999961,-4.600000000000136,0.0,4.99,15.330000000000002,0.42000000000000004,3.114,6.7299999999999995,10.34,-14.6,-2.0299999999999954,7.5,63.5,48.9,August,4.2
Adelaide,7.7,17.6,0.0,2.8,0.5,N,31.0,11.0,15.0,44.0,34.0,1020.6,1015.8,4.45,4.51,13.7,17.3,0,0,9.900000000000002,-10.0,0.05999999999999961,-4.800000000000068,4.0,5.090000000000001,15.709999999999999,0.42000000000000004,2.934,7.12,10.62,-12.5,-2.3200000000000047,6.2,60.3,47.8,August,4.2
Adelaide,10.4,18.6,2.36,5.47,0.5,N,48.0,20.0,22.0,76.0,61.0,1006.5,1003.8,4.45,4.51,13.7,17.7,0,1,8.200000000000001,-15.0,0.05999999999999961,-2.7000000000000455,2.0,5.3100000000000005,15.9,0.42000000000000004,3.134,6.970000000000001,10.59,-10.2,-2.4100000000000024,5.8,57.2,47.0,August,4.2
Adelaide,9.6,15.2,8.4,5.47,6.2,WSW,50.0,20.0,28.0,75.0,58.0,1013.1,1016.3,4.45,4.51,11.7,13.7,1,0,5.6,-17.0,0.05999999999999961,3.199999999999932,8.0,5.65,16.06,0.6559999999999999,3.501,6.510000000000001,10.41,-10.4,-2.350000000000011,4.9,59.6,49.2,August,6.56
Adelaide,6.9,17.1,0.8,5.8,2.8,NW,44.0,17.0,26.0,76.0,54.0,1022.1,1021.0,4.45,4.51,10.5,16.4,0,0,10.200000000000001,-22.0,0.05999999999999961,-1.1000000000000227,9.0,5.78,16.24,1.356,3.848,6.55,10.459999999999999,-10.6,-2.230000000000018,5.5,60.7,50.1,September,13.56
Adelaide,9.1,16.8,1.0,1.6,9.3,WSW,30.0,7.0,15.0,68.0,39.0,1028.2,1028.2,4.45,4.51,13.8,16.1,0,0,7.700000000000001,-29.0,0.05999999999999961,0.0,8.0,6.140000000000001,16.68,1.2360000000000002,4.267999999999999,6.029999999999999,10.54,-11.7,-2.210000000000025,5.5,61.3,49.6,September,12.360000000000001
Adelaide,9.5,16.8,0.0,3.4,7.5,ESE,37.0,19.0,11.0,52.0,37.0,1033.1,1030.3,4.45,4.51,13.9,15.8,0,0,7.300000000000001,-15.0,0.05999999999999961,-2.7999999999999545,-8.0,6.7299999999999995,16.95,1.256,3.8809999999999993,6.6,10.22,-12.6,-1.9700000000000386,5.6,59.9,47.3,September,12.56
Adelaide,7.5,17.5,0.0,3.0,10.3,ESE,35.0,17.0,9.0,36.0,36.0,1030.3,1025.6,4.45,4.51,14.2,16.2,0,0,10.0,0.0,0.05999999999999961,-4.7000000000000455,-8.0,7.4399999999999995,17.12,1.256,3.6739999999999995,6.609999999999999,9.68,-12.4,-1.860000000000025,4.1,58.3,45.9,September,12.56
Adelaide,5.4,18.8,0.0,3.2,10.8,W,28.0,6.0,13.0,60.0,34.0,1023.2,1020.2,4.45,4.51,12.5,18.2,0,0,13.4,-26.0,0.05999999999999961,-3.0,7.0,7.65,17.130000000000003,1.256,3.5140000000000002,6.720000000000001,9.48,-10.9,-1.9700000000000386,2.9,57.5,46.6,September,12.56
Adelaide,7.4,22.6,0.0,5.47,10.3,N,37.0,13.0,17.0,47.0,24.0,1020.0,1016.4,4.45,4.51,16.6,22.0,0,0,15.200000000000001,-23.0,0.05999999999999961,-3.6000000000000227,4.0,7.83,17.259999999999998,1.256,3.614,6.7700000000000005,9.430000000000001,-15.1,-2.3100000000000476,2.6,58.9,43.8,September,12.56
Adelaide,11.3,17.0,2.36,5.47,2.7,ESE,39.0,7.0,9.0,88.0,75.0,1021.0,1020.2,4.45,4.51,12.9,14.8,0,0,5.699999999999999,-13.0,0.05999999999999961,-0.7999999999999545,2.0,8.0,17.970000000000002,1.256,3.901,6.779999999999999,9.97,-16.6,-2.4100000000000366,2.6,58.7,42.1,September,12.56
Adelaide,8.3,18.0,1.0,7.6,10.8,SE,31.0,6.0,17.0,58.0,48.0,1026.8,1024.8,4.45,4.51,13.8,16.9,0,0,9.7,-10.0,0.05999999999999961,-2.0,11.0,8.48,17.800000000000004,1.492,4.167999999999999,6.090000000000001,9.320000000000002,-17.0,-2.030000000000018,2.8,62.2,45.2,September,14.92
Adelaide,5.8,19.8,0.0,2.8,10.9,WSW,22.0,9.0,13.0,49.0,29.0,1028.1,1023.8,4.45,4.51,14.1,19.0,0,0,14.0,-20.0,0.05999999999999961,-4.2999999999999545,4.0,8.540000000000001,17.84,1.592,4.648,7.12,9.3,-17.0,-1.7500000000000113,3.5,63.6,46.6,September,15.92
Adelaide,10.6,21.9,0.0,3.4,6.4,N,31.0,15.0,19.0,34.0,33.0,1020.0,1015.0,4.45,4.51,16.7,20.0,0,0,11.299999999999999,-1.0,0.05999999999999961,-5.0,4.0,8.08,17.96,1.356,4.381,8.16,9.879999999999999,-17.5,-1.9100000000000024,3.7,60.9,43.4,September,13.56
Adelaide,13.9,24.9,1.0,3.4,8.3,N,41.0,19.0,20.0,39.0,31.0,1009.4,1005.0,4.45,4.51,19.2,24.2,0,0,10.999999999999998,-8.0,0.05999999999999961,-4.399999999999977,1.0,8.180000000000001,18.630000000000003,0.516,4.174,8.180000000000001,10.45,-15.9,-2.7299999999999955,3.3,56.8,40.9,September,5.16
Adelaide,10.6,21.3,0.0,4.4,9.4,WNW,44.0,11.0,20.0,78.0,46.0,1006.6,1005.1,4.45,4.51,14.3,20.5,0,0,10.700000000000001,-32.0,0.05999999999999961,-1.5,9.0,8.879999999999999,19.41,0.536,3.9339999999999997,8.73,10.53,-14.5,-3.0599999999999907,2.5,53.1,38.6,September,5.36
